ID,EC50,ION_ACTIVITY,ACTUAL_200,ACTUAL_500,ACTUAL_1000,M2_200_90,M5_500_40,M5_500_130,M5_500_250,M5_1000_210,LOGC_500,SMILE
MMV007574,0.826,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.002588937,0.002499821,0.000714639,0.001507698,0.999994755,0.064445091,O=C(Nc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccccc5)C3)c6cccs6
MMV007577,1.12,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.001065152,0.002568469,0.000595426,0.014160379,6.42E-05,0.035778111,Cc1ccccc1OCCSc2nc3ccc(NC(=O)c4ccccc4)cc3s2
MMV007591,1.121,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999789178,0.001993913,0.000557728,0.000975669,6.18E-05,0.035300061,COc1ccc(cc1)C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C
MMV007617,1.79,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.020287247,0.002381515,0.000538122,0.53998363,2.21E-05,0.018580094,CC(C)c1ccc(Cn2c(CCNC(=O)C)nc3ccccc23)cc1
MMV007654,0.493,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.070552833,0.999599397,1,1,0.999970317,0.956937545,Cc1ccc(C)c(c1)c2csc(Nc3ccc(C)c(C)c3)n2
MMV007686,0.106,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999715745,1,0.999999881,0.999992847,0.969901582,CCCCCCOC(=O)C1=C(C)NC(=O)NC1c2ccccc2F
MMV007695,0.179,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999984145,0.999999523,1,0.999983072,0.965184068,COc1ccc(cc1N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc(C)cc5)c6ccc(C)cc6)c7ccccc7)c8ccccc8)C(=O)C
MMV007764,0.716,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.001930316,0.002291452,0.000974133,0.001751599,0.99998033,0.183298727,CCCCC1=C(CCC)C(=N)c2ccccc2N1C
MMV007791,5.46,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.14890635,0.002668941,0.000741948,0.003235911,1.73E-05,0.009516827,CCOc1ccccc1NC(=O)CN2CCN(CC2)C(=O)c3occc3
MMV007808,1.14,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.013087527,0.00165398,0.000722414,0.001672631,3.16E-05,0.040344064,COc1nc(Nc2ccc(cc2)C(C)C)nc(OC)n1
MMV007839,0.283,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.000883676,0.999341071,0.999993443,1,0.999987721,0.862457095,C1(O)(CC(=O)c(ccc(OC)c2)c2O1)C(F)(F)C(F)(F)F
MMV007875,2,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.010942977,0.002199226,0.000563958,0.007997492,5.63E-05,0.021942721,COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1
MMV007881,1.425,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.492704123,0.002440718,0.000566275,0.002070695,3.33E-06,0.008874386,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2occc2)cc1
MMV007906,3.161,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.017445387,0.002239462,0.00049971,0.000965543,7.94E-05,0.020871338,CCCCOc1ccc(cc1)C(=O)Nc2cc(C)on2
MMV007907,0.35,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.009262848,0.999492884,1,0.999999881,0.999960423,0.905045535,Cc1ccc(Nc2nc(cs2)c3ccccn3)cc1
MMV007977,0.995,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.007077507,0.002015497,0.000856429,0.001149344,0.999998689,0.069823116,Clc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1
MMV007978,0.89,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.014069056,0.002044747,0.000807106,0.004200997,0.999974728,0.05966934,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC
MMV008127,4,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.001585386,0.002435088,0.000825196,0.007272032,4.77E-05,0.016401213,CN1CCN(CC1)c2c3CCCc3c(C#N)c4nc5ccccc5n24
MMV008138,0.35,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.016914137,0.999475896,0.999999404,1,0.999992847,0.90309867,c12c(CC(C(O)=O)NC1c3ccc(Cl)cc3Cl)c4c(cccc4)[nH]2
MMV008149,0.0782,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.984987676,0.999996185,0.999999523,0.999909639,0.879930682,Cc1c(C)n(Cc2ccc(F)cc2)c3ccc(cc13)C(=O)NCc4occc4
MMV008160,0.552,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.990182936,0.002368018,0.000205208,0.003695035,0.999959111,0.057368881,CN1C=C(C(c2ccccc12)c3c[nH]c4ccccc34)c5ccc6ccccc6n5
MMV008173,1.43,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999996662,0.002415113,0.000800346,0.011220993,1.90E-05,0.045013613,COc1cc(OC)cc(c1)N2C(=O)N(Cc3ccc(cc3)C(C)(C)C)c4ccccc4S2(=O)=O
MMV008212,0.969,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.023693662,0.003157754,0.000586237,0.005595727,0.999961019,0.020721673,COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1
MMV008270,1.927,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.033543579,0.002337501,0.000772065,0.002044548,8.33E-05,0.068318868,Oc1c2CCCCc2nc3cc(nn13)c4ccccc4
MMV008294,0.232,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.78678596,0.999345958,0.999982357,0.999999285,1,0.924612451,CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc3ccc(OC)c(OC)c3
MMV008416,0.2425,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.000379503,0.99952364,0.999999642,0.999952435,0.999988317,0.825978386,CCCC1=C(CC)C(=N)c2ccccc2N1C
MMV008455,1.18,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.993438661,0.002848388,0.00074644,0.208547026,0.000110718,0.012613174,COc1ccc(cc1)C2C(C(=O)Nc3cccc(OC)c3)c4ccccc4C(=O)N2C5CCCCC5
MMV008474,3.022,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.310081482,0.002511227,0.000542686,0.001257786,9.41E-06,0.019085413,CCN1CCN(CC1)c2c(cnc3cc(OC)c(OC)cc23)C(=O)c4ccccc4
MMV008829,1.109,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.006635239,0.002741398,0.000450164,0.000678442,1.24E-06,0.027964707,CCCN1C(=N)C(=CC2=C1N=C3N(C=CC=C3C)C2=O)C(=O)NC4CCCCC4
MMV008956,0.37,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.213685378,0.998084664,0.999996066,0.999875784,0.999590576,0.799315593,CCOc1cc2CCNC(c3cc(OC)c(O)cc3Cl)c2cc1OCC
MMV009015,0.6765,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.125293598,0.002137897,0.000660553,0.001982069,0.999992013,0.010187098,OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCCCC3
MMV009060,0.414,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.007535061,0.999104679,1,0.999931931,0.999880075,0.795271514,CCN(CC)c1ccc(NC(=O)c2cccs2)cc1
MMV009063,0.293,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.243069604,0.9283517,0.999362886,0.999913573,0.99994278,0.66970858,OC(CNC1CCCCC1)Cn2c3ccccc3c4ccccc24
MMV009085,0.795,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.029810306,0.002463517,0.000643802,0.002338857,0.999855399,0.011896571,OCCCCN1C(=O)c2ccc3C(=O)N(CCCCO)C(=O)c4ccc(C1=O)c2c34
MMV009108,0.641,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.011947779,0.002940656,0.000685342,0.001991123,0.999862552,0.127108259,CCN(CC)S(=O)(=O)c1ccc(cc1)c2csc(Nc3ccc(C)c(C)c3)n2
MMV009127,1.132,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.003457933,0.002461556,0.00066863,0.001111367,9.00E-07,0.016261512,CC1CCN(Cc2c(O)ccc3C=C(C(=O)Oc23)c4nc5ccccc5s4)CC1
MMV011099,0.242,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.023577664,0.9996382,0.999994993,1,0.999964714,0.93322822,n1(ncn2)c2nc(C)cc1Nc(ccc(cccc3)c34)c4
MMV011256,0.212,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.002450022,0.999658227,0.999998689,1,0.999957561,0.94739107,n1(n2)c(nc(C)cc1Nc(cc3)ccc3Cl)nc2C(F)(F)F
MMV011259,0.0857,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.408165663,0.999868155,0.999999523,1,0.999949217,0.970110658,n1(n2)c(nc(C)cc1Nc(cc(C)cc3C)c3)nc2C(F)(F)F
MMV011436,0.9465,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.235511884,0.003381679,0.000395001,0.000456351,0.999876142,0.083015559,CC(C)(C)c1ccc(cc1)C2CC(=C3C(N(C(=O)c4ccccc4Cl)c5ccccc5N=C3C2)c6ccc(F)cc6)O
MMV011438,0.3265,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.007748596,0.999838948,0.999999404,0.999999642,0.999876022,0.882544289,COC(=O)c1ccc(cc1)C2N(C(=O)c3ccccc3)c4ccccc4N=C5CC(CC(=C25)O)c6ccc(F)cc6
MMV011522,4,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.007331911,0.002937174,0.000508903,0.001265017,8.64E-06,0.091342263,Cc1ccc(Nc2nc(N)c3ccccc3n2)cc1Cl
MMV011567,0.516,ACTIVE,INACTIVE,INACTIVE,ACTIVE,0.043075398,0.00266969,0.0007007,0.00680077,0.999876261,0.00599636,COc1ccc(cc1Cl)C(=O)Nc2nonc2c3ccc(OC)c(OC)c3
MMV011576,1.175,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.190759078,0.002085672,0.000583518,0.001247847,3.32E-05,0.015765306,CCOC(=O)C1CCN(CC1)C(=O)CN2C(c3ccccc3C2=O)c4c[nH]c5ccccc45
MMV011795,0.611,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.005675495,0.002216197,0.000682326,0.00057864,0.99984014,0.039627876,Oc1ccccc1CN2CCN(CC2)C(c3ccccc3)c4ccccc4
MMV011832,0.646,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.983886659,0.002382803,0.00049862,0.001186272,0.999996662,0.030427268,Oc1ccc2ccccc2c1CNc3nc4ccccc4[nH]3
MMV011895,0.842,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.001669855,0.002529396,0.000569544,0.659807146,1,0.048688921,Nc1ccc(cc1)c2nc3cc(Oc4ccc(Oc5ccc6[nH]c(nc6c5)c7ccc(N)cc7)cc4)ccc3[nH]2
MMV011944,0.854,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.009940097,0.002045532,0.000650512,0.002055138,0.99984479,0.096385562,n1c(NCCO)c2c(cccc2)nc1Nc3cccc(OC)c3
MMV018984,0.693,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.011053286,0.002212695,0.000661933,0.001415781,0.999954581,0.042283379,Cc1onc(NC(=O)c2ccc(cc2)c3ccccc3)c1
MMV019017,1.01,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999293923,0.002175532,0.000723407,0.001210154,0.000135865,0.062829492,n(CC(CNCCOC)O)(c1c2cc(Cl)cc1)c3c2cc(Cl)cc3
MMV019064,1.3,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.15737462,0.002556437,0.00041438,0.002059512,6.24E-05,0.008559249,COc1cccc(c1)c2nn(C)c3sc(cc23)C(=O)NCCN4CCN(CC4)c5ccccc5F
MMV019066,0.14,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999487042,0.999999881,1,0.999980927,0.961279498,COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccsc3C2=O
MMV019074,1.86,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.425193548,0.002485295,0.000424357,0.000952295,3.31E-05,0.004131355,CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)c4ccc(OC)c(OC)c4)ccc3n2
MMV019110,0.4,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.00518382,0.998604834,0.999982595,1,0.999388576,0.780013262,Cc1cccc(Nc2nc(N)c3ccccc3n2)c1
MMV019124,1.0895,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.040228259,0.002992857,0.00057428,0.014247946,8.64E-08,0.009462037,COc1cc(OC)cc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3
MMV019127,0.625,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.005638319,0.002566873,0.000699302,0.00104877,0.99984169,0.023352915,CCN(Cc1ccccc1)C2CCN(Cc3cc(Br)ccc3O)CC2
MMV019199,4,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.014619558,0.003157042,0.000783531,0.002930936,2.29E-05,0.051954684,COc1cccc(Nc2nc(N)c3ccccc3n2)c1
MMV019202,1.007042265,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.013775566,0.002757018,0.000533129,0.00579717,2.65E-06,0.005264583,CCOc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3
MMV019241,0.45,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.001057582,0.999954104,1,1,0.999985814,0.898987739,Brc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4cc5ccccc5cc4[nH]3
MMV019258,0.17,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.998417735,1,0.999999762,1,0.919995324,COc1ccc(c(OC)c1)n2ccnc2SCC(=O)Nc3cc(C)ccc3C
MMV019266,0.6145,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.004309443,0.002479158,0.000534222,0.002474056,0.99984479,0.034334251,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C
MMV019313,0.669,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.10220477,0.002601215,0.000666206,0.00087676,0.999970555,0.028807162,CN1C(=O)c2cc(sc2c3ccccc13)C(=O)NCCCN4CCCCCC4
MMV019406,0.142,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999863029,0.999358714,1,1,0.999960065,0.955724423,CCC1(C)CC(CCNCc2ccccc2O)(CCO1)c3ccc(C)cc3
MMV019555,0.376,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.022671742,0.999680638,0.999999523,1,0.999981523,0.9082395,C(CCCNc1c2CCCCc2nc3ccccc13)CCNc4c5CCCCc5nc6ccccc46
MMV019662,1.11,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.014505298,0.002855643,0.000707125,0.00170208,7.84E-05,0.003878104,COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)C3CCCCC3)c4ccc5OCOc5c4
MMV019670,1.075,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.003970633,0.002406242,0.000598048,0.00178338,1.06E-05,0.011032324,O=C(Nc1ccc(cc1)N2CCN(Cc3ccccc3)CC2)c4cccs4
MMV019690,0.9345,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.994019866,0.002278566,0.000832579,0.024518136,0.999846935,0.036782862,COc1ccc(cc1CN2CCN(CC2)c3ccc(F)cc3)C4NCCc5c4[nH]c6ccccc56
MMV019700,0.735,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.018138746,0.001899211,0.000569667,0.001773696,0.999963999,0.010773808,Clc1cc(NC(=O)c2oc(Br)cc2)ccc1N3CCCCC3
MMV019738,0.771,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.009643647,0.002721187,0.000803584,0.004817169,0.99988389,0.000362493,Cc1[nH]c(cc1C(=O)NC2CCN(Cc3ccccc3)CC2)c4ccc(F)cc4
MMV019741,1.33,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.006164889,0.003045583,0.000642516,0.001460025,6.48E-05,0.014465254,Cc1ccc(C)c(Cn2c(nc3ccccc23)N4CCC(CC4)C(=O)NCc5cccs5)c1
MMV019746,1.33,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.019132348,0.002619917,0.00059674,0.001450079,1.04E-05,0.000709783,Cc1ccc(Cl)cc1N2CCN(CCCNC(=O)C3CCN(CC3)c4nc5ccccc5[nH]4)CC2
MMV019758,0.993556306,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.003374851,0.002499058,0.000444593,0.000684916,0.999160886,0.010438841,COc1ccc(cc1OC)C(=O)Nc2ccc3nc(cc(C)c3c2)N4CCCCC4
MMV019762,0.801806303,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.014568306,0.002881448,0.000404987,0.00601451,0.999999046,0.029926726,COc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3
MMV019780,0.697,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.001341995,0.002335144,0.000503169,0.000741441,0.999880195,0.007146142,Cc1cc(C)c2nc(sc2c1)N3CCC(CC3)C(=O)NCCCN4CCC(CC4)N5CCCCC5
MMV019871,0.345,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.155868217,0.998079181,0.999999881,0.999999523,0.99998951,0.814052357,Fc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1
MMV019881,0.646,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.99999404,0.002242314,0.000792705,0.00363385,0.999998689,0.001641747,O=C(NC1CCN(Cc2ccccc2)CC1)c3cc(cc(c3)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)NC6CCN(Cc7ccccc7)CC6
MMV019918,0.8005,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.097098514,0.002196765,0.000775653,0.001286034,0.999999046,0.014064735,Clc1cc(Br)ccc1c2oc(CNCC3CCNCC3)cc2
MMV019995,0.563,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.002263626,0.001896835,0.000571169,0.001610918,0.999842763,0.003982823,Brc1ccc2OCC(=Cc2c1)C(=O)NCCCN3CCC(CC3)N4CCCCC4
MMV020243,1.15,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.254048973,0.002212411,0.000439005,0.003003846,2.14E-05,0.007621024,n1c(N(C)C)cc(C)nc1Nc(cc2)ccc2NC(=O)Nc3ccccc3
MMV020275,1.02,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.060441975,0.002158602,0.000723825,0.012055916,8.23E-07,6.19E-05,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5
MMV020403,0.79193223,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.010728167,0.003375499,0.000767882,0.004574874,0.999984026,0.003590885,COc1ccc(cc1)c2cn3c(C(=O)Nc4ccccc4Cl)c(c5CCCCn2c35)c6ccccc6
MMV020439,0.512,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.031801369,0.002755586,0.000954934,0.003476962,0.999999642,0.008404121,CCn1c(CN2CCN(Cc3ccccc3)CC2)nc4cc(NC(=O)c5cccs5)ccc14
MMV020490,1.01,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.038153574,0.002053031,0.000878645,0.009106909,2.55E-06,0.000187901,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5cccnc5
MMV020492,0.0255,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999967933,0.999943733,0.999997973,0.999999404,0.999898076,0.900663329,CC1CN(CC(C)O1)C(=O)c2sc3ccccc3c2Cl
MMV020500,0.0822,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999167323,0.99999702,0.999986529,0.999812901,0.856292957,CNCCCNc1ccnc2cc(Cl)ccc12
MMV020505,0.8755,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.999999523,0.002765828,0.000647771,0.001893424,0.999820173,0.030619169,CN(C)CCCNCc1oc(cc1)c2ccc(F)c(Cl)c2
MMV020548,0.361,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.918531656,0.999968886,0.99999845,0.999999881,0.999969482,0.938194646,CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1
MMV020549,0.274,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.195363224,0.999570906,0.999999881,1,0.999972343,0.935410854,CC1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1
MMV020651,1.945,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.032475922,0.002088682,0.00053943,0.001879909,1.87E-05,0.003267262,Clc1ccc(Cl)c(c1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3
MMV020654,0.6405,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.005245822,0.00215062,0.000613035,0.004254114,0.999964595,0.008544351,CCC(O)c1ccc(Br)cc1NC(=O)c2cccc(Cl)c2
MMV020660,0.875822342,ACTIVE,INACTIVE,INACTIVE,ACTIVE,0.123275526,0.002811311,0.000726959,0.014636871,0.999984384,0.017425775,COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(Cl)c3
MMV020700,0.871,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.047034949,0.002329158,0.000582224,0.001114974,1,0.005550944,CC(=O)Nc1nnc(SCc2c(C)cc(cc2C)C(C)(C)C)s1
MMV020750,1.18,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.004234297,0.002215888,0.000538977,0.001197119,3.33E-05,0.181460069,COc1cc(cc(OC)c1O)c2nc(c3ccccc3)c([nH]2)c4ccccc4
MMV020788,0.0226,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.802301228,0.997031569,1,0.99994266,0.999983668,0.860854367,Oc1ccccc1CNCC23CC4CC(CC(C4)C2)C3
MMV020885,0.18,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999980211,0.999866843,0.999998569,1,0.999939919,0.959407399,COc1ccc(Br)cc1C2Nc3ccc4ccccc4c3C5=C2C(=O)CC(C5)c6ccccc6
MMV020912,1.034054877,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.70489639,0.002014504,0.000534812,0.000627259,3.57E-05,0.010961066,Cc1ccc(cc1NCc2cc(Cc3ccccc3)ccc2O)c4oc5ccccc5n4
MMV020942,0.909722017,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.018907657,0.002083597,0.000726595,0.002073063,0.999855876,0.03190418,CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1
MMV056726,4,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.004104215,0.002470505,0.00050537,0.004821281,1.69E-05,0.004544473,COc1cc(SC)ccc1C(=O)N2CCCC(C)C2
MMV073843,0.1748,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999335706,0.999998569,0.999999881,0.999803483,0.945570671,CN(C)c1ccc(cc1)N=Cc2ccc(cc2)N3CCOCC3
MMV075490,0.941,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.012026113,0.002559862,0.000684919,0.001682804,0.999828696,0.001474441,CCOc1ccc(cc1)C2N(C)c3ccccc3N2C
MMV080034,1,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.003868937,0.003500488,0.000627764,0.001135341,0.999424219,0.077961367,n1c(N)c2c(cccc2)nc1Nc3cccc(F)c3
MMV084434,0.591,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.601051033,0.001834724,0.000680139,0.000890066,0.999995708,0.060399469,COc1ccc(C=C2SC(=NC2=O)Nc3ccc(F)cc3)c(OC)c1
MMV084940,1.04,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.002033199,0.00249481,0.000390976,0.003979356,6.67E-06,0.013843088,C1(=NC(C)(Cc(cc(OC)c(OC)c2)c23)C)C3=NNC1=O
MMV085203,0.0053,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.019866655,0.99919492,0.999999881,1,0.999972463,0.863942992,COc1ccccc1N=C2C(=O)c3ccccc3C(=C2N4CCCCC4)O
MMV085471,1.705,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.357835829,0.003377745,0.000647066,0.0047437,0.00016356,0.043263529,CCOc1ccc(cc1)n2cc(c3ccccc3)c4c(SCc5cc(C)ccc5C)ncnc24
MMV085583,0.237,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.999955177,0.999958158,0.999999881,1,0.999994636,0.940551975,CCCCCC(=O)N1C(C2=C(O)CC(CC2=Nc3ccccc13)c4ccc(OC)c(OC)c4)c5ccc(cc5)C(F)(F)F
MMV086103,0.906,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.244821668,0.001440828,0.00087862,0.00434916,1,0.16997536,CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccc(C)cc4)c(C)c23
MMV128432,1.79,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999997139,0.002046552,0.000700484,0.001589601,1.30E-07,0.00802653,COc1cc(CNCCc2ccc(Cl)cc2)cc(OC)c1O
MMV142383,15,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.031286027,0.002132627,0.00067208,0.001199365,4.33E-05,0.020131076,CC(C)(C)c1ccc(cc1)C(=O)Nc2nc3ccccc3s2
MMV274073,0.686,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.061385453,0.002732747,0.000524483,0.002692948,0.999942541,0.051457798,c1(cc(C)nc(ccc(OC)c2)c12)Nc3ccccc3O
MMV306025,0.693,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.031553611,0.002395865,0.000558069,0.066067986,0.99998188,0.022589607,C1(=NC(N(C)C2=O)=O)C2=NC(=NN1CC)c3ccc(C(=O)OC)cc3
MMV396594,1.06,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.003135579,0.003336921,0.000754173,0.00123811,0.000193859,0.002747259,c12c(nc(c3ccc(OC)cc3)nc1N4CCN(C(=O)C5CCCCC5)CC4)sc(CCCC6)c26
MMV396595,1.01,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.068283893,0.001757811,0.000505381,0.000913056,1.50E-05,0.007943487,n12c(cc(C(C)(C)C)n1)nc(CCN3Cc4ccccc4OCC)c(C3)c2O
MMV396632,1.05,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.972696006,0.001803343,0.000738844,0.002317458,1.90E-05,0.005823584,c1(OCC)c(OC)cc(cc1Cl)CN([H])CC(O)c2ccccc2
MMV396633,1.24,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.225968584,0.002022191,0.000836663,0.003650741,3.70E-05,0.014785171,c1(OCC)c(OCC)cc(cc1Cl)CN([H])C(C)C(O)c2ccccc2
MMV396635,0.959,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.006217809,0.002162626,0.000545637,0.026505336,1,0.008641415,n12c(nc(c3ccc(Cl)s3)cc1C(F)(F)F)cc(C(=O)NC(CC4)CCN4Cc5ccccc5)n2
MMV396652,1.18,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.010574459,0.00221004,0.000680199,0.000843425,4.26E-05,0.009721223,c1(C(c2cccs2)N(CCN3c4ccccc4)CC3)c(C)c(C)sc1NC(c5ccccc5)=O
