ID, ACTUAL,LOGC_ACTIVE,LOGC_INACTIVE,LOGC_PARTIAL,D840_ACTIVE,D840_INACTIVE,D840_PARTIAL,D540_ACTIVE,D540_INACTIVE,D540_PARTIAL,D_ACTIVE,D_INACTIVE,D_PARTIAL,M1_ACTIVE,M1_INACTIVE,M1_PARTIAL,M5_ACTIVE,M5_INACTIVE,M5_PARTIAL,TOP_ACTIVE,TOP_INACTIVE,TOP_PARTIAL,MACC_ACTIVE,MACC_INACTIVE,MAC_PARTIAL,META_ACTIVE,META_INACTIVE,META_PARTIAL,SMILE,,,,,,,ID, Actual_Class
MMV666691, INACTIVE,0.042144909,0.957360338,0.000494753,0.419288129,0.579798579,0.000913267,0.491193652,0.501557708,0.00724861,0.274061739,0.715750515,0.010187797,0.24200809,0.488022774,0.269969046,0.211851001,0.550797403,0.237351567,0.304685622,0.36402753,0.331286818,0.319949538,0.351609826,0.328440607,1.54E-16,1,2.57E-299, COc1ccc(C=C2SC(=N)N(C2=O)c3ccccc3OC)cc1,,,,,,,MMV001038, INACTIVE
MMV008138, INACTIVE,0.08681423,0.911062148,0.002123622,0.405228764,0.591794252,0.002977052,0.607430696,0.369832665,0.02273659,0.525969923,0.454680711,0.019349393,0.265395015,0.45304513,0.281559855,0.215010881,0.545469403,0.2395197,0.293088436,0.383191437,0.323720127,0.321892232,0.349754393,0.328353345,8.76E-14,1,2.43E-289, c12c(CC(C(O)=O)NC1c3ccc(Cl)cc3Cl)c4c(cccc4)[nH]2,,,,,,,MMV001041, INACTIVE
OSM-S-51, INACTIVE,0.029463514,0.969583971,0.000952516,0.394424945,0.604384542,0.001190478,0.436274111,0.55537045,0.008355456,0.002572124,0.997253239,0.000174583,0.240396589,0.49144879,0.268154681,0.186270669,0.59414655,0.219582751,0.295947909,0.378403306,0.325648755,0.318631887,0.353545666,0.327822447,2.90E-15,1,3.70E-281, CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=NC=CC=C4,,,,,,,MMV001049, INACTIVE
MMV665798, INACTIVE,0.04304452,0.954067454,0.002888026,0.385350943,0.613236725,0.001412307,0.458877355,0.531275749,0.009846842,0.597926557,0.37588343,0.026189948,0.235158935,0.500238538,0.264602482,0.197675824,0.574652433,0.227671742,0.305875838,0.375312924,0.318811208,0.321252108,0.351252824,0.327495068,3.12E-22,1,1.38E-290, FC(F)(F)c1cccc(Nc2nc(nc3ncccc23)c4ccccc4)c1,,,,,,,MMV001230, INACTIVE
MMV000563, INACTIVE,0.083101703,0.916200924,0.000697373,0.383188695,0.615720332,0.001090904,0.466028333,0.525582552,0.008389006,0.347999752,0.638719738,0.013280475,0.244323105,0.485185772,0.270491183,0.234372556,0.513917863,0.251709551,0.296456784,0.378796518,0.324746668,0.306851149,0.370083332,0.32306546,2.03E-14,1,9.94E-287, COc1ccc(cc1)C2Sc3ccccc3N=C4C2=C(O)c5ccccc45,,,,,,,MMV001239, INACTIVE
MMV019066, INACTIVE,0.051868161,0.94734657,0.000785269,0.381047964,0.617820621,0.001131375,0.461399138,0.52842164,0.010179339,0.380103201,0.605492413,0.014404456,0.237821832,0.495950043,0.266228139,0.280792832,0.438745648,0.280461431,0.304183871,0.374593765,0.321222275,0.326151878,0.345715523,0.328132629,3.55E-07,0.999999645,3.47E-280, COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccsc3C2=O,,,,,,,MMV001241, INACTIVE
MMV666080, INACTIVE,0.043791235,0.954938841,0.001269924,0.378323495,0.620648801,0.001027654,0.445975333,0.546081543,0.007943098,0.010332162,0.989290178,0.000377667,0.240242034,0.491734803,0.268023103,0.210768953,0.552578807,0.236652195,0.304019064,0.370487005,0.325493932,0.323664188,0.346659392,0.329676449,9.71E-20,1,3.51E-299, Oc1c(ccc2cccnc12)C(NC(=O)c3ccccc3)c4ccccc4,,,,,,,MMV001246, INACTIVE
MMV019017, INACTIVE,0.065384943,0.934187458,0.000427599,0.37810576,0.620954692,0.000939565,0.51696521,0.473455161,0.009579645,0.332991809,0.65458256,0.012425555,0.233311027,0.503376245,0.263312668,0.198198423,0.573823869,0.227977797,0.309977353,0.367083281,0.322939366,0.317121863,0.356597811,0.326280355,1.12E-14,1,2.69E-307, n(CC(CNCCOC)O)(c1c2cc(Cl)cc1)c3c2cc(Cl)cc3,,,,,,,MMV001255, INACTIVE
MMV666686, INACTIVE,0.058689506,0.940498441,0.000812053,0.36740914,0.631768942,0.000821917,0.460607976,0.531412423,0.007979572,0.359457612,0.62634939,0.014192983,0.246336296,0.480587184,0.273076475,0.226798832,0.526041746,0.247159451,0.317228109,0.360711098,0.322060764,0.311871916,0.362147808,0.325980306,6.97E-16,1,2.47E-298, COc1ccccc1C(=O)ON=C(N)Cc2cccc3ccccc23,,,,,,,MMV001318, INACTIVE
MMV665813, INACTIVE,0.067132524,0.931927526,0.000939951,0.365313083,0.63352561,0.001161209,0.488876402,0.501405716,0.009717959,0.678046227,0.293880969,0.028072786,0.237333685,0.496405184,0.266261131,0.226149321,0.527171016,0.246679664,0.303415149,0.374711633,0.321873248,0.314991444,0.357591391,0.327417165,9.41E-21,1,1.19E-297, CCOC(=O)c1cnc2ccc(OC)cc2c1NCc3ccccc3,,,,,,,MMV001344, INACTIVE
MMV665972, INACTIVE,0.14018592,0.856889468,0.002924613,0.359425724,0.637257695,0.003316605,0.455655426,0.527737617,0.016606918,0.004928878,0.994889617,0.000181496,0.24280408,0.487257302,0.269938707,0.21322085,0.548425734,0.238353387,0.302623063,0.3693901,0.327986836,0.343219846,0.324523866,0.332256317,5.04E-20,1,3.50E-294, Oc1ccc2ccccc2c1C(NC(=O)Cc3ccccc3)c4ccc(Cl)cc4,,,,,,,MMV006087, INACTIVE
HTS13895, INACTIVE,0.115123082,0.884088515,0.000788404,0.358252704,0.640239179,0.001508046,0.56791544,0.416370243,0.015714331,0.372659177,0.614746153,0.01259465,0.23785305,0.496005684,0.266141236,0.218783066,0.539277971,0.241938978,0.321486533,0.350960165,0.327553213,0.350287616,0.313974798,0.335737616,2.02E-18,1,3.88E-284, Cc1c(CN(C)C(=O)c2cccc3c2nsn3)c(c2ccccc2)no1,,,,,,,MMV006169, INACTIVE
MMV000478, INACTIVE,0.084771799,0.914513722,0.000714479,0.356182873,0.64248538,0.001331718,0.535676658,0.451010972,0.013312296,0.686315596,0.287656367,0.026028065,0.23252815,0.504707575,0.262764215,0.212614238,0.549510717,0.237875029,0.308084726,0.369256824,0.322658479,0.319486856,0.353062242,0.327450842,1.22E-21,1,1.55E-305, CCOc1cc2CCNC(c3cc(Cl)ccc3O)c2cc1OCC,,,,,,,MMV006172, INACTIVE
MMV396744, INACTIVE,0.049055331,0.950263552,0.000681117,0.342773229,0.656323612,0.000903125,0.395673633,0.597171962,0.007154359,0.01343605,0.986122608,0.000441263,0.236215934,0.498461932,0.265322059,0.214683264,0.546045542,0.239271238,0.300797224,0.37662673,0.322576016,0.342172325,0.32642746,0.331400216,1.72E-16,1,5.04E-281, n1(CCc2ccccc2F)c3c(nc4c(cccc4)n3)c(C(=O)NCC(C)C)c1N,,,,,,,MMV006188, INACTIVE
MMV666687, INACTIVE,0.059847642,0.939291859,0.000860499,0.340358317,0.65854305,0.001098575,0.415399134,0.575458586,0.00914223,0.004322744,0.995458722,0.000218574,0.244741365,0.483769029,0.27148959,0.215090439,0.545379579,0.239529938,0.318205029,0.35928458,0.322510421,0.320910722,0.350441098,0.32864815,3.97E-17,1,5.27E-294, COc1cc(cc(OC)c1OC)C(=O)ON=C(N)Cc2cccc3ccccc23,,,,,,,MMV006203, INACTIVE
MMV000760, INACTIVE,0.052353918,0.946844963,0.000801119,0.32109651,0.678026259,0.000877208,0.444226503,0.546179473,0.009594061,0.216571555,0.775747001,0.007681389,0.245050371,0.483061492,0.271888196,0.199619263,0.57137239,0.229008272,0.299476266,0.377747297,0.322776407,0.320343256,0.351843685,0.327812999,2.84E-25,1,5.82E-288, Oc1c(CN2CCN(CC2)c3ccccc3F)cc(Br)c4cccnc14,,,,,,,MMV006250, INACTIVE
MMV665857, INACTIVE,0.130812373,0.868689986,0.000497641,0.314334184,0.684643984,0.001021827,0.526345313,0.462427378,0.011227299,0.641184986,0.338132381,0.020682598,0.242817074,0.487208337,0.269974619,0.213717341,0.547645509,0.238637224,0.309624374,0.367402762,0.322972894,0.327583581,0.341694713,0.330721736,6.21E-17,1,8.64E-302, CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC,,,,,,,MMV006278, INACTIVE
HTS04903, INACTIVE,0.13370524,0.865034459,0.001260301,0.309906453,0.6885885,0.001505058,0.564294338,0.419013441,0.016692152,0.680758715,0.292038172,0.027203146,0.270985991,0.436699867,0.292314112,0.233329028,0.515536368,0.251134545,0.30986169,0.363126904,0.327011436,0.317519456,0.354073286,0.328407228,3.37E-14,1,9.63E-280, CCOC(=O)c1c(c2cc(ccc2n1C)N(=O)=O)N=C(c1c(C)nns1)O,,,,,,,MMV006303, INACTIVE
MMV665886, INACTIVE,0.087800911,0.911832792,0.000366297,0.305873871,0.693601489,0.000524598,0.361028314,0.634514809,0.004456835,0.019451968,0.979919672,0.000628389,0.27164802,0.442368865,0.285983086,0.294518739,0.419416398,0.286064833,0.302088767,0.376062453,0.32184872,0.338436395,0.330860972,0.330702662,1.05E-11,1,4.04E-294, CC(Oc1ccc(NC(=O)c2cccs2)cc1)C(=O)c3ccc(Cl)cc3,,,,,,,MMV006309, INACTIVE
MMV006389, INACTIVE,0.066807842,0.930896411,0.002295748,0.305795521,0.692615747,0.001588745,0.481155932,0.50580442,0.013039689,0.628813267,0.346136928,0.025049821,0.236681402,0.497885913,0.265432656,0.201284736,0.568556488,0.230158731,0.303023815,0.370034784,0.326941401,0.329964519,0.340088844,0.329946727,2.17E-07,0.999999783,2.40E-276, Fc1cccc(c1)C2Sc3ccccc3N=C4C2C(=O)c5ccccc45,,,,,,,MMV006319, INACTIVE
MMV008474, INACTIVE,0.033845311,0.965168894,0.000985795,0.294119,0.704989552,0.00089143,0.386529624,0.605281234,0.008189071,0.049671922,0.948694706,0.001633447,0.239774078,0.492342889,0.267883062,0.215239659,0.545186877,0.239573479,0.304915249,0.370534539,0.324550152,0.321828872,0.349591106,0.328579962,3.21E-15,1,4.15E-286, CCN1CCN(CC1)c2c(cnc3cc(OC)c(OC)cc23)C(=O)c4ccccc4,,,,,,,MMV006389, INACTIVE
MMV666022, INACTIVE,0.05212145,0.945300676,0.002577873,0.291857183,0.706515908,0.001626946,0.442388952,0.544969916,0.01264118,0.003748161,0.996070862,0.000180908,0.269018233,0.446849495,0.284132361,0.271026254,0.456053764,0.272919983,0.304584891,0.371646106,0.323768973,0.324008554,0.345885366,0.33010602,4.07E-15,1,1.75E-287, COc1ccc(cc1)C(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O,,,,,,,MMV006427, ACTIVE
MMV665899, INACTIVE,0.059356869,0.937433943,0.003209188,0.288456261,0.709915459,0.001628283,0.498949349,0.486188203,0.014862483,0.762084842,0.207033351,0.030881807,0.241440147,0.489006191,0.269553661,0.236191764,0.510987043,0.252821118,0.307951093,0.367179632,0.324869305,0.32411322,0.343830734,0.332056075,9.44E-18,1,3.12E-299, Fc1ccccc1C(=O)N(Cc2ccc(Cl)cc2)c3ccccn3,,,,,,,MMV006429, ACTIVE
OSM-S-35, INACTIVE,0.075540877,0.923731783,0.00072734,0.27536881,0.723618746,0.001012486,0.374549747,0.618248641,0.007201654,0.006070504,0.993653774,0.000275785,0.238855243,0.493710071,0.267434716,0.198666245,0.573024631,0.228309155,0.302118838,0.3725155,0.325365692,0.316779763,0.354687989,0.328532279,3.88E-17,1,3.77E-286, CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=CC=CC=C4,,,,,,,MMV006455, INACTIVE
MMV645672, INACTIVE,0.087590794,0.911692764,0.000716442,0.273254603,0.726105392,0.000639884,0.448937744,0.544701993,0.006360217,0.35306409,0.63313663,0.013799316,0.242624879,0.487388134,0.269986957,0.198944315,0.572533846,0.228521854,0.305271,0.37043646,0.324292511,0.328519911,0.343470365,0.328009784,1.09E-15,1,6.44E-286, C12=C(c3c(cccc3)C1=O)Nc4c(cccc4)SC2c5ccccc5,,,,,,,MMV006457, INACTIVE
MMV665915, INACTIVE,0.030039834,0.969317836,0.00064233,0.273196101,0.726295471,0.000508364,0.314213693,0.6811077,0.004678607,0.004667352,0.995119333,0.00021329,0.239791185,0.492311001,0.267897844,0.210098952,0.553730786,0.236170352,0.297964692,0.373806417,0.328228861,0.331266582,0.334525645,0.334207773,3.47E-09,0.999999997,8.65E-284, COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C,,,,,,,MMV006513, INACTIVE
MMV666054, INACTIVE,0.093436543,0.903682586,0.00288087,0.269742966,0.728392363,0.001864642,0.43307367,0.553191245,0.013735059,0.002492649,0.99739337,0.000114039,0.266320884,0.451459408,0.282219708,0.335113257,0.357095897,0.307790875,0.303830326,0.372237355,0.32393229,0.324008554,0.345885366,0.33010602,2.65E-12,1,4.17E-281, COc1ccc(cc1)C(=O)NC(c2ccc(Cl)cc2Cl)c3cc(Cl)c4cccnc4c3O,,,,,,,MMV006522, INACTIVE
HTS12704, INACTIVE,0.082690163,0.916571125,0.000738712,0.26583302,0.733545065,0.000621869,0.534725726,0.456677079,0.008597218,0.336286426,0.65293318,0.010780397,0.239414245,0.493066579,0.267519146,0.207423106,0.558224499,0.23435238,0.305944651,0.36668095,0.327374339,0.319923818,0.352453649,0.327622592,2.10E-13,1,7.77E-278, c1ccc(cc1)C1=Nn2c(Cn3c4ccccc4nn3)nnc2SC1,,,,,,,MMV006545, INACTIVE
MMV396672, INACTIVE,0.033067021,0.965125799,0.00180718,0.26457718,0.734188378,0.001234498,0.442351848,0.544094622,0.013553502,0.010018851,0.989641607,0.000339477,0.245636418,0.482521862,0.271841735,0.220905945,0.535873771,0.243220285,0.30864495,0.363744229,0.32761088,0.319320172,0.352864534,0.327815324,1.08E-16,1,2.52E-290, C(F)(F)(F)c(cc1)ccc1C(=O)NCC(N2CCCCCC2)c(ccs3)c3,,,,,,,MMV006558, INACTIVE
MMV007127, INACTIVE,0.058729086,0.939756316,0.001514599,0.260804772,0.738202095,0.000993164,0.470754176,0.519091547,0.010154207,0.145779207,0.848655403,0.005565397,0.239609137,0.493151873,0.267239004,0.20900242,0.555626452,0.235371098,0.299821079,0.374285758,0.325893164,0.321274817,0.353148878,0.325576305,5.55E-15,1,2.26E-283, OC1=C2C(Sc3ccccc3N=C2c4ccccc14)c5ccc(Br)cc5,,,,,,,MMV006587, INACTIVE
MMV000483, INACTIVE,0.050506079,0.94899112,0.000502801,0.260757506,0.738699198,0.000543288,0.433743924,0.558863997,0.007392125,0.762740195,0.207010016,0.030249832,0.234157875,0.501653194,0.264188886,0.230687231,0.519451678,0.249861106,0.310838848,0.365873724,0.323287457,0.315167665,0.358114272,0.326718003,8.78E-20,1,2.72E-300, CCOc1cc2CCNC(c3cc(C)c(O)c(C)c3)c2cc1OCC,,,,,,,MMV006656, ACTIVE
MMV396797, INACTIVE,0.049164233,0.948869802,0.001965965,0.255709201,0.743220985,0.001069847,0.540082037,0.446069002,0.013848991,0.502517104,0.48117736,0.016305609,0.237156823,0.497437745,0.265405416,0.2123335,0.549930394,0.237736061,0.308039904,0.367185652,0.324774474,0.330441743,0.33786118,0.331697077,3.25E-11,1,5.43E-288, n1(nc(C)c2c3ccc(OC)c(OC)c3)c2ncc(C#N)c1N,,,,,,,MMV006704, INACTIVE
MMV670762, INACTIVE,0.27315759,0.719449789,0.007392621,0.247763038,0.749329567,0.00290746,0.571506858,0.401682168,0.026810955,0.375079393,0.613385618,0.011534927,0.254751414,0.468599409,0.276649147,0.280171722,0.442417949,0.277410358,0.314243823,0.363171309,0.322584897,0.359842211,0.304730296,0.335427463,0.001039704,0.998960296,4.13E-289, c1ncc2n(c1OCC(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F,,,,,,,MMV006706, INACTIVE
MMV396633, INACTIVE,0.062834656,0.936793887,0.000371457,0.247652903,0.751962364,0.000384699,0.436715931,0.557222068,0.006061968,0.577021956,0.402839601,0.020138431,0.239254162,0.493079275,0.267666578,0.200551078,0.569781482,0.22966744,0.30869782,0.368830085,0.322472066,0.330707312,0.338660985,0.330631763,5.68E-17,1,4.37E-298, c1(OCC)c(OCC)cc(cc1Cl)CN([H])C(C)C(O)c2ccccc2,,,,,,,MMV006753, INACTIVE
KM11054, INACTIVE,0.024847493,0.974608743,0.000543764,0.245892882,0.753826678,0.000280432,0.33672443,0.65969944,0.003576113,0.017974989,0.981372237,0.000652768,0.241406068,0.489324719,0.269269228,0.211920679,0.550581872,0.237497494,0.305440992,0.369653225,0.324905783,0.302492738,0.370173544,0.327333689,1.18E-16,1,1.69E-289, c1ccc(cc1)C(=NCc1ccc(s1)S(=O)(=O)Nc1ccccc1Cl)O,,,,,,,MMV006764, ACTIVE
MMV666106, INACTIVE,0.033903518,0.963926642,0.00216984,0.238576323,0.759531915,0.001891715,0.355088651,0.633799553,0.011111875,0.285007507,0.703434944,0.011557541,0.24103342,0.490409583,0.268556952,0.217754409,0.540825129,0.241420507,0.305847675,0.366306365,0.327845901,0.326725274,0.343447804,0.329826951,6.66E-21,1,3.85E-281, O=C(NC1CCCCC1)C(N(CCc2ccccc2)C(=O)c3occc3)c4cccs4,,,,,,,MMV006767, INACTIVE
MMV001230, INACTIVE,0.036410667,0.962866459,0.000722875,0.23781161,0.76172322,0.000465199,0.35815382,0.635908961,0.005937277,0.29075557,0.698074162,0.011170203,0.240722865,0.49041298,0.268864095,0.221054181,0.535508811,0.243437096,0.309920698,0.364589959,0.325489372,0.317415088,0.357247502,0.32533741,5.37E-15,1,2.21E-274, CCOc1cccc2sc(nc12)N(Cc3cccnc3)C(=O)C4CCCCC4,,,,,,,MMV006787, INACTIVE
MMV007686, INACTIVE,0.044682851,0.954520961,0.000796189,0.235153109,0.764336348,0.000510629,0.44543764,0.546433628,0.008128748,0.278914273,0.712781191,0.008304441,0.246572152,0.481095493,0.27233237,0.208357483,0.556613326,0.235029176,0.298971951,0.37208724,0.328940779,0.329708248,0.342383355,0.327908397,7.19E-15,1,2.01E-288, CCCCCCOC(=O)C1=C(C)NC(=O)NC1c2ccccc2F,,,,,,,MMV006820, INACTIVE
MMV020654, INACTIVE,0.218425448,0.780111148,0.001463404,0.23456879,0.764069617,0.001361632,0.551754057,0.432650447,0.015595486,0.591190577,0.389918119,0.018891232,0.241188601,0.489430279,0.269381136,0.205848545,0.560794413,0.233357087,0.316809267,0.360036373,0.323154271,0.334819555,0.337902665,0.32727778,5.30E-12,1,2.01E-305, CCC(O)c1ccc(Br)cc1NC(=O)c2cccc(Cl)c2,,,,,,,MMV006825, INACTIVE
MMV001255, INACTIVE,0.019904934,0.979596336,0.00049873,0.233370453,0.766330898,0.000298592,0.357814074,0.636736333,0.005449523,0.254077107,0.735982597,0.009940342,0.24394916,0.485287398,0.270763457,0.202062637,0.567232609,0.230704695,0.299832463,0.372967064,0.327200443,0.319277763,0.352994859,0.327727407,7.83E-17,1,3.73E-277, CCCCc1ccc(NS(=O)(=O)c2cc3CCN4C(=O)CCc(c2)c34)cc1,,,,,,,MMV006861, INACTIVE
MMV008127, INACTIVE,0.036447221,0.962050393,0.001502386,0.231666356,0.767463803,0.000869907,0.486412227,0.502068937,0.011518844,0.300636232,0.689341545,0.010022277,0.237208679,0.496631801,0.266159415,0.211365029,0.551572621,0.237062305,0.309038579,0.368586481,0.32237491,0.318168789,0.355663925,0.326167285,7.57E-19,1,5.38E-286, CN1CCN(CC1)c2c3CCCc3c(C#N)c4nc5ccccc5n24,,,,,,,MMV006882, INACTIVE
MMV084434, INACTIVE,0.012122527,0.987316062,0.000561412,0.231445789,0.768324494,0.000229735,0.357086807,0.639532089,0.003381194,0.006492696,0.993180752,0.000326513,0.239245787,0.493077725,0.267676443,0.201904535,0.567482769,0.230612755,0.30835849,0.366048068,0.325593472,0.306702197,0.367893457,0.325404346,2.51E-14,1,6.28E-286, COc1ccc(C=C2SC(=NC2=O)Nc3ccc(F)cc3)c(OC)c1,,,,,,,MMV006913, INACTIVE
MMV007791, INACTIVE,0.013307183,0.985713191,0.000979627,0.22944726,0.769930899,0.000621858,0.36306864,0.63024807,0.006683322,0.004676421,0.995113552,0.000210048,0.240013704,0.491601259,0.268385023,0.204139769,0.563697696,0.23216258,0.304819971,0.372690797,0.322489291,0.326132655,0.345187366,0.328679949,4.73E-19,1,1.67E-291, CCOc1ccccc1NC(=O)CN2CCN(CC2)C(=O)c3occc3,,,,,,,MMV006937, INACTIVE
MMV011576, INACTIVE,0.027189588,0.971200333,0.001610079,0.227338672,0.771284044,0.001377193,0.370247841,0.618271232,0.011481003,0.004045731,0.995731175,0.000223088,0.246159762,0.481230557,0.272609651,0.209766179,0.554296792,0.235936984,0.307210237,0.364932686,0.327857047,0.331056446,0.339145362,0.329798162,1.95E-06,0.999998049,1.61E-257, CCOC(=O)C1CCN(CC1)C(=O)CN2C(c3ccccc3C2=O)c4c[nH]c5ccccc45,,,,,,,MMV006962, INACTIVE
MMV085203, INACTIVE,0.03492734,0.964305425,0.000767235,0.219378188,0.780206203,0.000415591,0.413415134,0.580646992,0.005937899,0.010672965,0.988913953,0.00041309,0.239928752,0.492022932,0.268048406,0.214403212,0.546525598,0.239071116,0.298428267,0.374363184,0.327208579,0.297603905,0.378973544,0.323422581,5.51E-16,1,5.57E-292, COc1ccccc1N=C2C(=O)c3ccccc3C(=C2N4CCCCC4)O,,,,,,,MMV007020, INACTIVE
MMV007430, INACTIVE,0.013435234,0.985911983,0.000652783,0.219137266,0.780454755,0.000407933,0.376840383,0.617554367,0.005605228,0.009523717,0.990037918,0.000438374,0.243188232,0.486347258,0.27046451,0.218939856,0.539004803,0.242055312,0.306690633,0.36694631,0.326363027,0.322856545,0.35078916,0.326354235,3.99E-19,1,4.24E-290, Brc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,,,,,,,MMV007041, INACTIVE
MMV008149, INACTIVE,0.062934695,0.936463934,0.000601371,0.217800558,0.78164798,0.000551467,0.3661879,0.628010273,0.00580179,0.004547439,0.995262742,0.000189862,0.237102479,0.497365594,0.265531927,0.203679621,0.564547181,0.231773123,0.304923654,0.370823026,0.324253291,0.332382709,0.33443132,0.333185911,5.03E-14,1,1.09E-274, Cc1c(C)n(Cc2ccc(F)cc2)c3ccc(cc13)C(=O)NCc4occc4,,,,,,,MMV007092, INACTIVE
MMV006767, INACTIVE,0.021370897,0.978142943,0.000486159,0.216093034,0.783642471,0.00026442,0.354894787,0.641432703,0.003672533,0.137995899,0.857670903,0.004333191,0.239670888,0.491941154,0.268388003,0.212852418,0.549090564,0.238056988,0.314281762,0.36336121,0.322357029,0.322702765,0.348416686,0.328880519,1.03E-16,1,8.13E-304, COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC,,,,,,,MMV007113, INACTIVE
OSM-S-111, INACTIVE,0.081371839,0.918004977,0.000623184,0.209852323,0.789509356,0.000638323,0.335578293,0.658432543,0.005989233,0.003214803,0.996600211,0.000184974,0.238894388,0.493669152,0.267436385,0.208930492,0.555692613,0.235376924,0.302055478,0.369702131,0.328242421,0.319833875,0.351788133,0.328378052,2.75E-16,1,3.10E-281, O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)NC1=N\C4=CC=CC=C4,,,,,,,MMV007116, INACTIVE
MMV020885, INACTIVE,0.109681819,0.888446094,0.001872087,0.203498229,0.794946969,0.0015548,0.328131199,0.663386166,0.008482645,0.029856762,0.969044924,0.001098383,0.241314337,0.489856243,0.268829376,0.22231786,0.533461034,0.244221166,0.30768472,0.369949669,0.322365642,0.319942594,0.354100615,0.325956762,7.57E-07,0.999999243,4.13E-256, COc1ccc(Br)cc1C2Nc3ccc4ccccc4c3C5=C2C(=O)CC(C5)c6ccccc6,,,,,,,MMV007127, INACTIVE
KM09116, INACTIVE,0.026050864,0.972864656,0.00108448,0.200205639,0.799453139,0.000341254,0.34803766,0.647792101,0.004170244,0.320734292,0.667208135,0.012057527,0.237681299,0.496024102,0.266294569,0.208298489,0.556715727,0.234985799,0.303369999,0.364648908,0.331981093,0.313569576,0.358651608,0.327778816,4.07E-18,1,1.17E-305, c1ccc(cc1)c1c(c2ccccc2nn1)C(=O)Oc1ccccc1,,,,,,,MMV007160, INACTIVE
MMV665969, INACTIVE,0.041921161,0.956178863,0.001899976,0.196731031,0.802488029,0.000780924,0.347358376,0.644618392,0.008023246,0.004808857,0.995001614,0.000189531,0.266022444,0.451970309,0.282007188,0.258227348,0.476169586,0.265603095,0.307331622,0.368926436,0.323741972,0.322363436,0.347907037,0.329729497,3.53E-10,1,4.16E-284, COc1cccc(c1)C(=O)NC(c2ccc(C)cc2)c3cc(Cl)c4cccnc4c3O,,,,,,,MMV007181, INACTIVE
MMV671927, INACTIVE,0.062572167,0.936447753,0.00098008,0.194922492,0.804485917,0.000591633,0.349116921,0.644673467,0.006209672,0.026407376,0.97267431,0.000918307,0.234093249,0.501873612,0.264033139,0.207294345,0.558437586,0.234268054,0.308727711,0.370311499,0.32096079,0.341956735,0.325678438,0.332364887,2.82E-07,0.999999718,1.20E-276, c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)NCCc1ccc(cc1)F,,,,,,,MMV007199, INACTIVE
MMV665939, INACTIVE,0.055084401,0.944433336,0.000482264,0.184082314,0.815658748,0.000258919,0.371830016,0.623660862,0.00450913,0.369712323,0.61854887,0.011738717,0.259320259,0.459067792,0.281611979,0.207306221,0.558449149,0.234244585,0.306537867,0.371162027,0.322300017,0.328109056,0.343937814,0.32795316,8.44E-23,1,2.79E-300, Fc1ccc(cc1)C(=O)Nc2ccsc2C(=O)NC3CCCCC3,,,,,,,MMV007208, INACTIVE
MMV006319, INACTIVE,0.045481562,0.953892518,0.00062592,0.176613808,0.823219776,0.000166419,0.319378734,0.677966595,0.002654704,0.573254466,0.404329091,0.022416368,0.239735663,0.492392123,0.267872185,0.196059808,0.577459633,0.226480573,0.307349771,0.359170973,0.333479255,0.311961144,0.361663043,0.326375782,2.95E-23,1,5.67E-302, Cc1cc(Nc2cccc(F)c2)nc(NCc3ccccc3)n1,,,,,,,MMV007224, INACTIVE
MMV006825, INACTIVE,0.027907867,0.971737518,0.000354615,0.175056443,0.824838817,0.000104784,0.313110679,0.684818625,0.002070605,0.345020324,0.64269948,0.0122802,0.23852098,0.494479954,0.266999155,0.195915595,0.577675164,0.226409286,0.304673135,0.366624713,0.328702122,0.312359869,0.362261683,0.325378478,2.14E-25,1,3.71E-305, n1c(Nc(cc2)ccc2OC)cc(C)nc1NCc3ccccc3,,,,,,,MMV007228, INACTIVE
MMV020700, INACTIVE,0.013299327,0.986329509,0.000371164,0.170754716,0.829073846,0.000171503,0.265469283,0.73230046,0.002230245,0.237753198,0.754166007,0.008080837,0.247647285,0.477031469,0.275321215,0.197186857,0.575510681,0.227302417,0.301549494,0.377533406,0.32091713,0.324644923,0.345772415,0.329582661,1.95E-15,1,2.43E-293, CC(=O)Nc1nnc(SCc2c(C)cc(cc2C)C(C)(C)C)s1,,,,,,,MMV007273, INACTIVE
